Q9FHH5	GDU3
Q9Y818	ubc15
P40940	ARF3
Q9LQ54	At1g59620
Q9Z7N9	uhpC
Q8NEP3	DNAAF1
P49599	PPH1
Q8W4F1	PAP10
O22049	AOX2
Q5R4M8	ALDH18A1
Q9P843	RPL27
Q9FJI1	AAK6
P37830	G6PDH
P16460	Ass1
Q0WTY4	VPS2.2
Q9SJ04	SKIP6
Q9ZU34	AIP1-1
P59229	VHA-c4
A2YR02	ROC7
F4HXL0	PLIP2
Q8L727	GSTT2
O65686	RPS16-1
Q2R482	MCM2
P36411	rab7A
P49131	TPT
Q7ZU29	dye
Q9ZQF9	MBR1
Q2QLY4	Os12g0624000
Q3T0U2	RPL14
Q9FYP9	Os01g0158000
Q8H2T0	Os07g0646100
Q6BIV4	PNS1
E5L8F7	IPN2
Q9FK28	MEMB12
Q5XF51	3MMP
Q9FDY4	NPR1
Q5D0W8	NPR1
P0C073	RUB1
Q9C8T1	ABCI1
Q9FIH2	PCMP-E102
Q2RJD1	surE
P32604	FBP26
Q9SRV1	BPM4
Q9STW6	HSP70-6
Q94A08	RFS2
Q99LJ7	Rcbtb2
Q6DRD9	abhd11
P53219	IMO32
A7Q6G6	VIT_11s0052g01140
Q6ETN2	Os02g0177700
K4D422	UGT73C4
Q9ZQ95	UGT73C6
Q9AT54	TOGT1
Q9ZQ97	UGT73C4
Q9ZUB8	SKIP22
Q8N806	UBR7
Q9AV81	PRP19
Q9USQ9	SPBC577.10
F4KD68	At5g45370
O80842	CPFTSY
Q20655	ftt-2
Q6P878	eif3l
Q8LSZ4	E2FE
Q9ZUJ5	5MMP
Q96372	CAFP
A8YXY3	SELENOF
F4KDH9	FIPS5
Q9FIT9	HSP21.7
Q9LJE4	CPN60B2
Q940G6	GID1C
O14036	smd2
Q9ZSR8	LRP
P52819	rpl-22
Q16D38	infB
P05197	Eef2
Q99PV0	Prpf8
Q9FWA3	PGD2
P87262	RPL34A
Q8VZT6	WCRKC2
Q8GY84	RH10
F4I8H8	GDPD4
Q8WV16	DCAF4
A1T726	Mvan_2161
P48765	SLC8A1
Q9SAC0	Z-ISO
A0A1B1J8Z2	CHIT5
Q9UQ35	SRRM2
O64778	At1g61420
Q6K8J4	ISPG
P82538	PPL1
Q5BQN5	WAP
P87137	SPAC57A7.06
Q96262	PCAP1
Q0DGP6	NSF
Q9LKA5	MORF8
Q5XGR8	lactb2
Q99KR3	Lactb2
Q2JPX4	gloB
A2Z4C5	ITPK1
Q6Z312	BZIP23
Q33BI9	ITPK1
U3KRF2	DHQS
Q54VD8	rio1
Q9BRS2	RIOK1
Q8W250	DXR
Q8N1E6	FBXL14
Q8BID8	Fbxl14
P40387	tps1
Q91WC0	Setd3
O74738	set10
Q39604	IDA4
Q9FLF7	HAM1
Q921A2	Slc2a13
Q8VYG0	LRK10L-1.3
Q9C6K9	LRK10L-1.1
F4K2F0	EML3
P35132	UBC9
O48902	MDH1
Q9LM69	ATL80
Q73QV3	fda
Q9DF58	ILK
Q9CA93	BAC2
Q9UKJ3	GPATCH8
Q0JBH9	ERG3
O64765	GLCNAC1PUT2
P28799	GRN
Q84JP1	NFYA7
Q38960	LWD2
Q9FM20	NPF4.7
Q5W670	IAA18
O80507	CKB4
Q8RY81	OFUT13
Q7PC76	CSLA1
Q05085	NPF6.3
Q9SZY4	NPF6.2
Q45FY6	HPRT1
P0CG84	UBI4
O97470	ancA
F4JU70	COAC2
Q9LVL5	WNK4
Q9SD85	CYP75B1
Q54VG0	odhA
Q9FDX6	CP1
O49377	VAMP711
A0A172J2G3	UGT43
D3UAG0	UGT71K1
D3UAG2	UGT71K2
O82383	UGT71D1
Q0IQN5	RAPTOR2
O24210	PANC
P54888	P5CSB
Q9VYY9	Evi5
O60447	EVI5
P46547	pip
A2XAZ3	ADHIII
Q0VD26	MORN4
Q9SAK0	EMB2217
Q8H8N3	TYW1
Q9QXP4	Donson
Q5U4U4	donson
P83571	ruvbl2
Q9SIE0	ALKBH2
Q02366	NDUFA6
Q9C9A3	HIPP20
Q55GD2	DDB_G0268328
F4HW02	GAT1
Q9URT9	gsk31
Q7XA78	D27
P56820	TIF3D1
F4HQ17	LRK10L-1.4
Q93VV5	NPF4.3
Q8R429	Atp2a1
Q75D94	COX23
B9FHF3	ERDJ3B
Q05758	At3g58610
P32897	TIM23
Q94A09	TRM9
A0A2H5AIX6	C3H
Q6UZF7	rpl35
Q2JS42	pyrH
Q2IMM2	pyrH
Q5N3B6	pyrH
Q7V6C2	pyrH
Q9LSU0	PAG1
Q9P7J8	gad8
Q9D113	Dnlz
Q9LE33	HPR3
Q6M9M7	pc1998
Q94K71	CBBY
P53665	MTACP1
Q55DA2	ciao1
F4ICK8	IWS1
Q9PEM7	argB
Q9FI46	CRL
Q1PDX9	DTX26
Q43130	PGH1
F4KFB3	PTST
Q9CAE4	SNRNP31
B6IPJ8	rplT
Q92576	PHF3
F4JPR7	PUX8
Q552J0	cct8
Q22347	acdh-10
Q9XVF7	rpl-2
Q8S8A0	GDU4
P49158	accD
Q09G37	accD
Q9AQM4	carC
Q42669	ACO
Q8VZU2	SYP132
Q3SZK1	AAMP
F1MNN4	FBXW7
Q13685	AAMP
P58058	Nadk
Q80YX1	Tnc
Q5NVM7	SEC61A2
O81481	eIF4E1
Q9JHW1	Cpd
P94890	metY
Q36421	COI
Q9FYE4	CML50
Q9SHC8	PVA12
Q84WW5	PVA13
Q99L27	Gmpr2
Q11KJ6	dnaK
Q9ES53	Ufd1
P70362	Ufd1
Q9SXB3	At1g11280
B2WSN0	EGS2
Q6ZJW9	ARP4
Q8LAL0	HCC2
A8MRV9	SLAH4
P0ABR7	yeaW
Q0WNG6	LPP4
Q9P3W1	tfa1
P36100	TFA1
Q8N573	OXR1
Q8RXS1	PNSB4
Q02984	RPL27
O74538	rpl2702
B2J3X9	rimM
B0CFM3	rimM
A5GI62	rimM
Q3ME71	rimM
F4J3T8	MTM1
F4JWB3	MTM2
Q17M80	AAEL001134
Q9ZK28	asd
Q8LFY8	ATL54
F4KBP5	CHR4
F1M5F3	Mcm9
P83970	ha1
Q3ECP7	At1g54730
P93051	At2g48020
Q94CI6	SFP2
Q9SMZ9	At4g33100
Q8LKS5	LACS7
F4JM19	XI-H
P62981	UBI3
Q9SBJ1	PDK
Q9FL51	At5g06940
Q63429	Ubc
Q6IVC2	TGAL1
Q1EC66	UBQ3
Q9FK02	DIM1B
Q9M3H5	HMA1
P05716	RPS14
Q9LXA5	LECRK91
P32869	psaD
Q9M0M2	ABCB9
Q6NKU9	TIM22-3
Q949X7	LYSA1
Q7YRF1	AP3B1
O94966	USP19
Q9LHG9	At3g12390
O81126	RSZ22
Q9SJJ7	ATL57
Q0G9G3	ndhH
Q0DBU5	Os06g0526600
Q9FIL7	CRCK1
Q3KRE6	Klhdc2
Q7M3S9	rngB
Q86L99	gacHH
Q58CV6	KLHDC3
Q9FUJ1	CKX7
Q6Z955	CKX11
Q9FLT9	HP30-2
Q8N0P0	odh
Q9FI00	MLO11
Q84XU2	PAPP5
Q940Q4	ATL13
Q43139	CFBP
Q0JHF8	CFBP1
P00637	FBP1
Q9XF47	FBPban1
P41203	tuf
Q67Y99	CLPF
Q9SKQ0	CYP19-2
D3ZXD8	Tmem245
Q1PF50	EDA2
P39598	ywbO
Q9SRT0	PUB9
P42744	AXR1
Q9LYP1	RBL3
P35074	rpb-1
Q6P4K8	pin4
Q8LB02	SDH2-2
Q86AV6	gltA
Q90YC0	eef1g
Q9M9M9	At3g03100
P15651	Acads
P47909	Os09g0528100
A0A067YBQ3	UGT13
Q9MA90	PNC1
Q7XMK8	Os04g0533000
Q6H7S2	Os02g0641800
Q10Q80	ERV1
B8BDK0	ITPK6
O80568	ITPK4
Q93ZD7	MRS2-4
O43292	GPAA1
Q9US48	gaa1
Q5RA10	ADD1
Q9LW56	FAO3
Q6ETK3	Os02g0180000
Q0J0B2	ITPK6
Q9FJV5	KAN4
Q9D711	Pir
Q94FY8	SXD1
Q94FY7	VTE1
Q6K7V6	VTE1
Q9LTH4	BOA
Q9SNB4	LUX
Q8RWG1	ABC1K1
Q9UU99	SPCC23B6.04c
Q8WXB1	METTL21A
Q5ZHP8	METTL2
Q8C1B2	Tiparp
F4HZX7	OFUT8
Q06AB3	UCHL3
Q9JKB1	Uchl3
Q0G9M1	rps14
Q6YVY0	ARF7
Q8RV04	TIM14-1
Q9FM19	HIR1
Q9SWE7	VATE
K4DEY3	NXD1
Q0IWM5	NDX1
Q93WJ8	MDAR2
A0A396IUP1	DELLA1
Q2TN88	SLR1
Q9M2F1	RPS27B
Q8IRG6	dre4
Q9D1J1	Necap2
P05740	RPL17A
P90795	gpdh-3
Q9SIB2	KCS12
Q9SR36	GSTU8
P37278	pacL
Q8RWD7	EMB1674
P68200	rps27a
Q9ZSY8	IAA27
Q5Z749	IAA21
Q75GB1	IAA17
P10986	act-4
Q553S1	DDB_G0275351
Q9FJ40	At5g45960
Q40353	MMK2
O82741	SGR1
Q6B516	sgkB
O59711	lys9
O80939	LECRK41
Q6H7D2	SIT1
Q9M345	LECRK42
Q9FXH6	CNGC8
Q94BT9	ATX1
Q7XPF7	4
Q7XPF7	HKT1
Q9HZP7	etfA
Q8EG65	oleB
Q9M9G6	CSTF64
Q92406	NUO51
Q5RA17	RRP7A
A5FZ54	atpD
A9JR78	tonsl
O65154	KIWI
Q5Z8V9	HEMB
Q8LB17	RBL15
Q9ZRF1	CAD
Q8VYL3	APA2
P62278	Rps13
Q5QJC3	DCLRE1B
P04711	PEP1
Q9XE58	SCL14
Q9SCV9	BGAL3
Q9D273	Mmab
Q7XA67	MTN2
O80845	PEX11D
Q9LHP1	RPL7D
Q6YPG5	Os02g0104700
Q08CY5	hdhd3
P26792	INV1
Q9LHS7	GPAT7
Q8N6R0	METTL13
Q9SSF1	SMD1A
Q9M7N6	MAF1
Q9SZ45	MICU
Q4G056	Tdp1
Q1R584	treF
B7J2N7	mnmA
O51625	mnmA
Q69RG7	4CLL7
Q9FMC2	BZIP43
Q8L9S1	RPL18A1
Q69TB1	Os09g0297000
P25857	GAPB
Q54W07	bud32
O80852	GSTF9
Q96254	GDI1
Q9LU10	DEGP8
Q9SI64	ADC1
Q96412	ADC
B9HD38	POPTRDRAFT_818956
Q9SKK0	EBF1
Q9FLW0	At5g24010
Q14AI0	DSCC1
Q6GL75	dscc1
Q55BA5	DDB_G0271400
Q9SLN5	MAP1A
P47791	Gsr
Q9T070	COX6A
Q8RWU6	NHX6
Q94CD8	At3g13560
A3KPP3	rangrf
Q8GYN5	RIN4
Q6BGU0	ISU1
F4I131	NET2B
Q9FHE4	BRG1
Q00004	SRP68
Q9UHB9	SRP68
P52875	Tmem165
P54961	HMGCS-1
P73212	dfrA
Q10231	erg7
Q9M2S7	FKBP20-1
Q6R2K3	SRF3
O04300	UPTG
Q8IV50	LYSMD2
A0JNI1	LYSMD1
Q9M2K4	BZIP61
F4IN23	BZIP34
A6TFW3	phnX
P48623	FAD3
P48624	FAD3
Q8LG95	EMB1417
Q3ED65	MENG
Q8H103	PGI1
Q9LFP3	At5g11130/At5g11120
Q96MC6	MFSD14A
Q9P7V5	sec72
Q6YTY3	Os07g0608400
Q8GY91	APX6
O80731	PAE3
Q39108	GGR
Q93WD2	Lhcb4
Q9MAP7	SBT3.5
Q9SZY3	SBT3.8
Q9ZSB0	SBT3.9
Q9SZY2	SBT3.7
Q7G7C7	SPPL1
Q92523	CPT1B
P48276	ycf36
P33948	ERD2
Q8H181	At5g28300
Q43143	PMEU1
P53444	fba
P54965	cbh
A3KPK0	ago3
Q8GWQ2	AHL20
G9LZD7	XIAO
O22283	RHC2A
Q5RAK7	SEPSECS
E5KGE0	BRIZ1
Q9W6I0	uqcc1
Q0WV25	TUBA4
Q94JL3	BHLH112
F4J9Q6	FKBP43
Q8WQI7	RpL18A
Q09818	SPAC16C9.04c
Q84VG0	CML7
Q9CAT7	At1g73230
P69834	ISPD
Q5N8G1	ISPD
C0LGI2	At1g67720
A2RVR7	At2g47020
Q9M0R2	PATL5
A9SV59	TOC101
Q17GM7	AAEL002956
Q9SIC4	NTH1
Q9CR14	Fancl
Q8GUN2	HINT1
Q00218	DHS2
Q9M4P3	DYW10
O24629	SIGA
Q09878	SPCC584.01c
Q9SJ12	At2g21870
Q32LB7	ATP6V1E2
P05656	sacC
Q9ZQ47	GRDP1
Q9SZJ2	GRDP2
Q40301	FCPE
Q8GUL1	ATG18G
A7MH81	fadJ
Q9XFJ8	TATA
Q682S0	RPT2
Q9LT96	At5g49770
Q1JQD7	MOCS1
Q944A9	NPSN11
Q09893	SPAC24B11.05
Q6H501	3
Q6H501	HKT1
P51138	MSK-2
Q9FMW4	At5g23370
Q9FMW5	At5g23360
Q8VYI3	ECH2
Q6ZKF0	MST5
P11237	TBA1
P11237	TBA2
P11237	TBA3
O74965	SPBC4B4.04
F4K295	ROPGEF5
O22832	FAB2
P87111	SPAC20G8.04c
Q9SZ10	At4g26680
F4IV16	TPK2
Q9FGS8	At5g50170
P30170	AC85C
Q9FUL4	RPL24
O65743	RPL24
Q8RWV8	SNRNP65
P12331	CAB2R
P15170	GSPT1
Q8R050	Gspt1
Q4LDF9	OEP37
Q7WB57	cysG
Q949Y3	PAP26
Q9LM71	FKBP18
P0C1S9	Daglb
Q8GU83	ABCG41
Q9LFH0	ABCG37
Q7PC83	ABCG41
P25778	Os09g0442300
P0AAD5	tyrP
Q02DS7	mtr
Q7ZY56	heatr6
Q5R5R2	HEATR6
Q8L5Y0	VPS39
Q26365	sesB
P12370	Pka-C1
Q9M6A3	Asc-1
Q5ZJ56	RPL7
Q9P2M4	TBC1D14
B0SQH7	rpsO
Q8GWW4	GUX2
Q37680	ND5
Q66LN0	PTGES2
Q9C522	ACLB-1
Q0E079	RIBA2
Q9SUR3	RTNLB1
Q8BGK5	Slc35f1
P44644	relA
F4K5W8	SUS5
Q2R2Z4	Os11g0544500
Q9T0H9	PAM71-HL
F4JJJ3	NDB3
Q1JPL4	NDB1
Q8GZA8	ULT1
Q9FKI4	NAA10
Q058P4	PUB30
B6IP92	rpsP
P35609	ACTN2
Q464Z4	tuf
Q6K8E7	Os02g0806900
Q10P01	Os03g0252800
Q7TT23	Dnaaf9
Q6K641	Os02g0611500
Q5Z5R4	CYP701A6
Q10359	gmh3
Q501D6	OFUT14
Q9FK30	OFUT36
F4HT21	IAN9
Q57VB1	HslU1
P09889	ACP5
Q9ASS7	CAT2
Q07497	EPHB5
Q9C7Q1	SAUR66
Q94JS0	UCR1-1
P22928	CHSJ
P48386	CHS1
Q6Z6L4	Os02g0218200
Q8VZH2	APM1
Q9FFZ6	S-RBP11
P05314	NIR
Q9C9S2	AUF1
Q2KI54	ARMC8
Q05AL1	armc8
Q8IUR7	ARMC8
B5FZ19	EIF3I
Q9SS87	SEOB
Q9SA52	CSP41B
Q08D68	znrf3
Q9XIE6	ALA3
Q9LUW0	LOX5
B3ED33	rpsP
Q40636	EXPA2
Q9ZNX9	SIGE
Q7DLS1	PBB2
Q5RFQ0	FCF1
F4J3R7	SPD1
Q5Z7J0	GSK4
Q39123	ATHB-8
Q9FHK0	SKIP31
Q6ZCX3	FH6
P61185	htpG
Q9FL41	At5g07050
Q9LQP8	KCS3
D4AUF4	ARB_07870
D4AUF1	ARB_07867
Q6AVN2	SIRP1
I1JIC4	ERD15
P61291	PSME3
P0C8Q2	PCMP-E1
Q9LZ19	PCMP-H16
Q9SVP7	PCMP-H42
P04568	EM
A8TX70	COL6A5
Q0DJC7	SAP15
Q6LPX9	alc
Q6NQB7	B3GALT7
Q6I581	GH3.5
Q41009	TOC34
Q8L8A6	GRF5
Q8RXE9	OVA4
Q5N863	BGLU4
Q2QSR8	BGLU38
Q339X2	BGLU34
Q9AYE4	LST8
Q5JJY4	Os01g0541900
Q9XI74	PUMP3
Q9SK02	RAD51B
O94580	wss2
Q7XU27	HUB1
P54151	PMSR
Q5Z8K3	Os06g0694000
Q986A5	purD
Q9C9E1	SAUR78
Q84MA3	PCMP-E40
Q1XDF4	clpC
F4JJE5	PAC2
F4INY4	HVT1
B8B2R1	OsI_21607
Q8LCL3	RPL27B
P53458	ACT5
F4IRM4	PHOX1
A0A2R4LMF9	UGT73C25
Q8W4Q5	RIN3
Q6ATJ8	Os03g0728800
Q9SW44	RH16
D0NP70	PITG_14852
Q8L4E7	BP-73
Q2TSC7	PCS1
O23082	CRK44
O23081	CRK41
Q9M4C4	VIP3
Q5N7W4	Os01g0911100
Q9XJ35	CLPR1
Q10PP8	MTP4
Q6DGW9	tmco1
O04375	B'ALPHA
Q9FIC3	BOLA2
Q9FFN4	BGAL6
Q07MP8	ctaA
Q9M358	At3g61800
Q9ZUI0	At2g24130
Q55FP0	phg1a
Q9LVM2	ndhN
P51192	ycf52
Q0G9F7	ycf2-A
Q0G9F7	ycf2-B
Q9FF90	RPL13D
P93740	NUDT23
Q7G8Y5	GRXC1
Q0JAA0	Os04g0609600
Q0JF58	AGO4B
Q9USW5	rps402
Q9FG16	PCMP-H88
Q9FVW4	UPF3
Q69KN0	EMF2B
Q8LE58	CHMP1A
Q6Z690	Os02g0755200
O81020	NPC2
Q9SRQ7	NPC4
O76190	RpL5
Q0JP11	Os01g0252200
Q39732	GDCSH
Q84WI0	GIS
Q6DHN0	tmem53
O22870	FKBP16-3
P49572	IGPS
Q9FIJ2	At5g47890
Q9SAH5	PLMT
B6TZD1	IDI2
Q9SGS5	At1g76070
Q2R2D5	XA21
P21269	CCA1
Q8K2H6	Anapc10
Q9CA30	LBD42
Q39237	TGA1
P94077	LSD1
Q9FKB5	KRP3
J9RYI6	DVR
Q9SYX1	LIL3.1
A9S9Q8	MPK4b
Q40531	NTF6
P13851	CAB1
Q08480	ADK-B
Q08480	Os11g0312220
Q54HG9	swp1
A1VR71	ihfA
Q9ZVD5	AGO4
Q5THJ4	VPS13D
Q9C613	SAMBA
Q9C9T3	GIP2
Q9Z2L0	Vdac1
Q9FEQ0	1
Q9FEQ0	ATS1
Q8N7N5	Dcaf8
Q6NRH1	dcaf8
Q9S9Z7	At1g34750
Q8TBZ3	WDR20
Q10M18	Os03g0326500
O64654	At1g08570
Q6Z4F1	AGO14
Q6AWT8	GG3
Q9CAH1	At1g72540
Q04491	SEC13
Q92564	DCUN1D4
Q9LWN0	GSK1
Q6GLL2	abhd6-a
Q54VV7	DDB_G0280111
F1MH24	AAK1
Q2M2I8	AAK1
Q9UNI6	DUSP12
Q54T76	DDB_G0281963
Q8WTR2	DUSP19
Q9LPG3	MSL4
Q9LYG9	MSL10
Q5XVA8	At3g49055
Q7PC80	ABCG34
O48905	CMDH
O14638	ENPP3
Q5R5M5	ENPP3
Q06652	CSA
Q9FNB0	CHLH
Q6NPD8	RTNLB10
Q7XPL2	CPX
P35055	CPX
A3A9H6	Os02g0642300
Q8GYW0	OTU3
F4I3V6	SHW1
O88828	Polr2f
Q09020	PR4
Q6H7E4	Os02g0639900
Q9SHL7	RRP44A
P57752	ACBP6
Q9CAB7	PXG4
Q9CAB8	PXG5
Q2R8Z5	ADH1
P00333	ADH1
P31691	Os02g0718900
A0A0P0XII1	CERK1
Q653T6	SPS1
O80832	VCCN2
Q9M2D2	VCCN1
P49199	RPS8
Q8MLY8	RpS8
P79733	rrm2
Q93ZB1	LOL1
Q0J7V9	LSD1
Q4ZMQ3	rpsQ
P71020	ylmH
Q9ZUT8	ABCG33
Q9SHY8	At1g65660
P42026	NDUFS7
P60114	ATP9
P05500	ATP6
O95372	LYPLA2
Q9FL69	AGD5
Q7ZVF0	poc1a
Q86SG6	NEK8
Q93YZ7	AHASS1
Q9ZUX4	At2g27730
Q9SUA4	OPT5
Q0WMN5	At3g49140
Q8JG64	PDIA3
Q8LAN3	P4H4
P19889	RpLP0
Q9STE8	TOC75-3
Q43715	TOC75
Q5PQM9	Slc25a30
Q9VMK1	Ucp4C
P34574	chc-1
Q9LXJ2	QCR9
Q8VWH2	RFT1
Q69TW5	BZIP46
Q3HRP0	CBL7
Q9ZW35	PCNA2
Q9LXG3	PER56
P30235	psuK
Q9FN93	At5g59680
C0LGG6	At1g51890
Q5S1U6	IFRD1
Q688X9	DI19-1
Q9LU91	SKIP14
Q7F8S5	PRXIIE-2
Q0DK78	PHP2
S4TE15	TE3
Q5M807	Rnf5
O74225	hsp88
A1L4X0	CLT2
O28486	AF_1788
Q5R6L5	CAND1
Q9XVZ8	Y54G11A.11
A3KPF8	At1g79080
Q9LDZ5	PBL21
Q6C603	RPL7
P51401	RPL9B
Q69LA6	PDX11
Q39963	PDX1
Q9QZ03	Slc39a1
P62313	Lsm6
Q5E9D6	HDHD3
Q7T012	hdhd3
Q9SLY8	CRO1
Q09851	ayr1
Q9LJE2	OVA5
Q98SP7	bbs2
Q554C9	DDB_G0275203
Q9SGZ8	FLZ6
Q9SKX5	PAO2
Q7X809	PAO3
Q96JB1	DNAH8
F4IXJ7	MED6
Q9LJN2	MRS2-3
O96622	arcA
Q96319	At5g10810
Q9XI00	SKIP32
O81235	MSD1
Q9LSB1	GUX1
Q7TPV2	Dzip3
Q9SR62	RLPH2
Q93ZB6	HEME1
Q9S7R4	OTP43
B3EX35	KATNAL1
G0S8G9	CTHT_0029840
Q5RDE1	EIF5B
Q56X52	AOX4
Q8N0Z6	TTC5
A8CEP3	cam
O04567	At1g27190
P08712	HSP90B1
Q9C5E8	SDH7A
P25873	RPL15
B8AXC3	AP2-1
Q9LD57	PGK1
Q96329	ACX4
A0A0G3VTN5	LHY
A0A0S2IHL2	CYP72A397
H1A988	CYP72A154
Q8L773	ALY1
P43289	ASK3
Q9SGD6	ADT6
Q9SVV6	TPK3
P82195	RPL18
Q8W575	CSN3
Q53KK6	SWI3C
Q5PNZ1	PAT03
Q7ZUV0	ankrd13c
O06984	yvdB
Q641S4	selenok
Q9FXT6	PEX14
Q0CRD8	mcr1
O80433	CS
Q9UIF8	BAZ2B
Q94A20	LFG5
Q7ZVP1	jade3
Q7YZH1	rno
Q8RY89	PIP5K8
O74476	sal3
Q40412	ABA2
Q7XUC5	Os04g0584300
O80362	RPL10
P0AA56	qmcA
Q9LF80	XXT3
P31167	AAC1
Q0JFH7	FAAH
Q6ZIK0	VTE4
A5GJ79	der
Q9TV69	DHDH
Q9SZD6	PETs
P13697	Me1
B0BNE4	Pabpn1l
Q9NXW2	DNAJB12
Q17QL9	TMEM184C
Q5ZMP3	TMEM184C
Q3TPR7	Tmem184c
O75175	CNOT3
O13870	not3
I6YGS0	ephA
Q93WP4	ACPEPP
Q8RWM3	MED27
P49690	RPL23A
P49690	RPL23B
P49690	RPL23C
Q96I24	FUBP3
P30956	RPL28
P82245	RPL28
O22795	RPL28
O81770	MGD1
Q9FZL3	MGD A
Q9FZL4	MGD A
P54147	sll0108
Q9LR64	PSB27-1
Q8BG92	Clvs2
Q94KK7	SYP52
Q9SA23	SYP51
Q8RXY6	SGF29A
Q8N6F8	METTL27
Q54KT7	gtf2f2
O94424	tfg2
Q9LJH8	UBP1C
Q9FF31	LRK10L-2.1
I1L153	AAH2
Q0JKI9	ARF2
Q8S985	ARF15
Q6AWX0	At5g17010
Q9MAB6	ISU2
Q39V40	gpmA
Q40983	SPP
Q8L633	TRZ2
Q9FJ95	SDH
Q1PSI9	VIT_16s0100g00290
Q8WI02	petG
Q9SM50	HY5
O24646	HY5
Q9SKJ5	CESA10
Q9FIJ7	At5g47840
Q6ZC69	Os08g0109300
O14359	SPBC30D10.14
O22850	GPX3
Q8GT66	TIC40
F1B281	MYB4
Q9CQ40	Mrpl49
Q9LUZ4	At5g58620
Q9M1Y3	SKIP35
Q6NL24	ECHIA
Q39103	GA3OX1
Q9FQ11	SPP1
O80366	ARR9
Q9C7F9	AGM1
F4HQA1	VIP2
Q9FIF3	RPS8B
Q8GZ17	COBL7
Q9FJ13	COBL9
Q5ZKP7	SLC25A36
Q54NF1	vps28
Q9ZSK5	ZOG1
Q3EDJ0	ABCI19
A0E358	GSPATT00022898001
Q9WV50	Nip7
P15043	recQ
Q949V6	ARI1
Q9SPB3	RPL10
Q66GM8	PAE10
Q3E6Y3	At1g28695
Q0DLD3	TFIIAy
P49294	HEMA2
P60040	RPL7B
Q5B630	pab1
O22173	PAB4
Q93X17	SN2
Q8LP10	SPY
O82422	SPY
P48600	Os10g0467600
Q39043	BIP2
F4I0P8	VPS35B
Q9STS7	CHL
P20965	pabpc1-a
Q8LGA5	ATL31
Q06BH3	SRF1
Q9XG98	PRS1
O64888	PRS5
P31525	SYNPCC7002_A1590
Q9FHK7	At5g05160
Q9C829	NUP50A
Q9LW88	NUP50B
Q9LDH3	At1g12500
Q8BGN2	D3Ertd751e
O94461	SPAC1687.21
P18773	est
P12860	GAPB
Q9FJD6	RBOHH
Q948T9	RBOHB
F4HPZ9	LIG6
P49086	PDS1
Q40406	PDS1
Q8H5F8	Os07g0688000
Q9ZP56	DRP4A
P49063	At3g07850
Q9LY62	GMT1
Q9ZUA5	VIT1
Q9LIG6	NIFU4
Q6R567	RMA1H1
Q0J8G8	MADS26
Q54Q05	tceb1
Q9SEI2	RPT5A
Q9ASU1	DGAT2
Q8JFP1	EIF4A2
P0C1I1	cyp12
Q9FF41	PMI15
Q9LNP6	NFYA8
Q3HRQ2	GLOX
B7HMN9	mtaD
Q94F00	IMPL1
B3H672	At4g17616
Q9LJR3	SPA3
Q94BM7	SPA4
P93280	CCMB
Q75LL6	ADA2
Q9FLG8	At5g64500
P07830	act1
P07830	act11
P07830	act12
P07830	act13
P07830	act14
P07830	act15
P07830	act16
P07830	act19
P07830	act2
P07830	act20
P07830	act21
P07830	act4
P07830	act5
P07830	act6
P07830	act7
P07830	act8
P07830	act9
Q8HXX2	MPI
Q9FSG7	TL1
O80327	TL1
Q9FMV5	NFYC4
P02599	calA
O80678	UBA2B
Q9LJ04	RBP-P
Q65CJ7	HPPR
O65921	At2g19010
Q41639	CDC2
P93101	CDC2
P24100	CDKA-1
Q9C595	YLMG2
Q6K5G8	GAPC3
Q92263	GPD
Q8K358	Pigu
Q8CHJ1	Pigu
Q6P606	lysmd4
Q9S720	PPD3
Q8BI79	Ccdc40
Q8W4A7	GUX3
Q9UVT8	MGG_04626
Q6YWQ4	HAK25
Q6GPW4	tmem205
Q58455	MJ1055
P27659	Rpl3
Q75VR0	TPC1B
Q6QHK0	CHI
Q10CE4	GLO1
Q03509	CAM6
Q5ZEG0	MHZ4
Q9LRB0	LCBK1
F4IV99	CHR5
O82170	IKU1
Q5BDP1	hulA
Q8LEA8	EID1
P14232	TGA1A
Q39162	TGA4
G4YEI5	Isc1
Q9FGX1	ACLB-2
Q9N0A4	PTGES2
Q7ZUC7	ptges2
O65657	HIPP23
Q9SRL4	ENGASE2
Q9C5U0	AHK4
B4FSG1	PSA3
Q9M3C6	PSA3
Q3S406	GSK1
Q10N20	MPK5
P48534	APX1
Q1ZXI6	prosc
A2YU42	CSLD2
B5DMC9	wuho
P55877	tif11
Q9LYL9	At3g56230
Q3MHL7	CCT6A
O73872	sod1
Q9SU25	RAP74
Q54WY8	gacN
P83205	CTSB
Q1GNW6	ectC
Q7RYZ1	caf-17
Q2UKD0	xyl1
Q9ZU29	At2g01390/At2g01380
Q94B78	GLDP1
Q5XIC1	Gmppa
P25766	RGP1
P42732	RPS13
Q337C0	Os10g0513300
O82359	LCKB2
P53396	ACLY
Q9XH75	TATB
O48950	TATB
Q93WN0	SBP2
O23264	SBP1
Q9FZ32	At1g55000
Q7F0J0	CML13
P31336	PSBT
Q9ZPI5	MFP2
Q9SU63	ALDH2B4
A0A3Q7GFB5	WRKY72A
A8DZE7	sdr42e1
Q4R7R1	SDR42E1
Q32L94	SDR42E1
Q3HVN1	CPA
Q54S83	midA
Q9VGR2	CG17726
Q8TCX1	DYNC2LI1
